Stock number,Artist's reference number,Title,Year,Medium,Dimensions,Signed and dated,Series,Additional information,Status,Availability,Location,Location (detail),Condition 
HC4017,I23-3017,Untitled (i23-3017),1973,Ink on cloth,"25.4 x 30.8 cm; 10 x 12 1/8 in",,,"Work is a part of a group of four cloth hand drawings 
Some of the last works Cohen created before incorporating a 
computer / autonomous system 
Often refered to as Dacron works (Dacron is otherwise 
known as Polyester) so, incorperating a synthetic cotton material
It is unknown if this specific piece was made with dacron 
Glued to the same panel as i23-3016
Non computer generated
Unknown orientation",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Glued to panel
HC4016,I23-3016,Untitled (i23-3016),1973,Ink on cloth,"20.3 x 26.4 cm; 8 x 10 3/8 in",,,"Work is a part of a group of four cloth hand drawings 
Some of the last works Cohen created before incorporating a 
computer / autonomous system 
Often refered to as Dacron works (Dacron is otherwise 
known as Polyester) so, incorperating a synthetic cotton material
It is unknown if this specific piece was made with dacron 
Glued to the same panel as i23-3017
Non computer generated
Unknown orientation",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Glued to panel
HC4015,I23-3015,Untitled (i23-3015),1971-1972,Ink on paper,"66.4 x 101.9 cm; 26 1/8 x 40 1/8 in",,,"Part of a grouping of both signed and unsigned 
silkscreen works 
Number maze imagery
Looks as if work was never finished 
Image size: 26 1/8 x 40 1/8",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Foxing in bottom margin
HC4014,I23-3014,Untitled (i23-3014),1971-1972,Ink on paper,"58.3 x 89.4 cm; 23 x 35 1/4 in",,,"Part of a grouping of both signed and unsigned 
silkscreen works 
Number maze imagery
Image size: 22 15/16 x 35 5/16",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,"Possible foxing in right margin
Pin holes on all four corners"
HC4013,I23-3013,Untitled (i23-3013),1972,Ink on paper,"66.2 x 80 cm; 26 1/8 x 31 1/2 in",,,"Part of a grouping of both signed and unsigned 
silkscreen works 
Number maze imagery
Image size: 26 1/16 x 31 1/2",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,"Discoloration along bottom edge
Dirt marks in both bottom and right margins"
HC4012,I23-3012,Untitled (i23-3012),1971,Ink on paper,"50.5 x 66.4 cm; 19 7/8 x 26 1/8 in",,,"Part of a grouping of both signed and unsigned 
silkscreen works 
Lump cluster imagery
Image size: 12 1/2 x 15 3/8",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC4011,I23-3011,Untitled (i23-3011),1977,Ink on paper,"64 x 81 cm; 25 1/4 x 31 7/8 in",Amsterdam Suite,,"Collection of signed and unsigned lithographs
Amsterdam Suite series
The signed works indicate a maximum number of 75 editions
Paper type unknown
Image size: 17 3/8 x 24
Note: 77D6",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Dirt marks right margin
HC4010,I23-3010,Untitled (i23-3010),1977,Ink on paper,"55.9 x 73 cm; 22 x 28 3/4 in",Amsterdam Suite,,"Collection of signed and unsigned lithographs
Amsterdam Suite series
The signed works indicate a maximum number of 75 editions
Paper type unknown
Image size: 17 1/4 x 24
Note: 77D5",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC4009,I23-3009,Untitled (i23-3009),1977,Ink on paper,"55.9 x 73 cm; 22 x 28 3/4 in",Amsterdam Suite,,"Collection of signed and unsigned lithographs
Amsterdam Suite series
The signed works indicate a maximum number of 75 editions
Paper type unknown
Image size: 17 1/4 x 24
Note: 77D5",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC4008,I23-3008,Untitled (i23-3008),1977,Ink on paper,"54 x 71.1 cm; 21 1/4 x 28 in",Amsterdam Suite,,"Collection of signed and unsigned lithographs
Amsterdam Suite series
The signed works indicate a maximum number of 75 editions
Paper type unknown
Image size: 17 3/8 x 24
Note: 77D5",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Hand torn paper cut to size? - Not sure what Tom means here 
HC4007,I23-3007,Untitled (i23-3007),1977,Ink on paper,"55.9 x 73 cm; 22 x 28 3/4 in",Amsterdam Suite,,"Collection of signed and unsigned lithographs
Amsterdam Suite series
The signed works indicate a maximum number of 75 editions
Paper type unknown
Image size: 17 1/2 x 24 1/2
Note: 77D4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC4006,I23-3006,Untitled (i23-3006),1977,Ink on paper,"54 x 71.1 cm; 21 1/4 x 28 in",Amsterdam Suite,,"Collection of signed and unsigned lithographs
Amsterdam Suite series
The signed works indicate a maximum number of 75 editions
Paper type unknown
Image size: 17 1/2 x 24 1/2
Note: 77D4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC4005,I23-3005,Untitled (i23-3005),1977,Ink on paper,"64 x 81 cm; 25 1/4 x 31 7/8 in",Amsterdam Suite,,"Collection of signed and unsigned lithographs
Amsterdam Suite series
The signed works indicate a maximum number of 75 editions
Paper type unknown
Image size: 17 1/4 x 24 1/2
Note: 77D4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,"Possible foxing in bottom margin
Dirt marks on reverse"
HC4004,I23-3004,Untitled (i23-3004),1977,Ink on paper,"64 x 81 cm; 25 1/4 x 31 7/8 in",Amsterdam Suite,,"Collection of signed and unsigned lithographs
Amsterdam Suite series
The signed works indicate a maximum number of 75 editions
Paper type unknown
Image size: 17 3/4 x 24 1/2
Note: 77D4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,"Peeling on the upper left
Stray ink marks in bottom margin
Dirt marks on reverse"
HC4003,I23-3003,Untitled (i23-3003),1977,Ink on paper,"64 x 81 cm; 25 1/4 x 31 7/8 in",Amsterdam Suite,,"Collection of signed and unsigned lithographs
Amsterdam Suite series
The signed works indicate a maximum number of 75 editions
Paper type unknown
Image size: 17 1/4 x 23 7/8
Note: 77D3",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,"Dirt marks on both front and reverse
"
HC4002,I23-3002,Untitled (i23-3002),1977,Ink on paper,"64.1 x 81 cm; 25 1/4 x 31 7/8 in",Amsterdam Suite,,"Collection of signed and unsigned lithographs
Amsterdam Suite series
The signed works indicate a maximum number of 75 editions
Paper type unknown
Image size: 17 1/2 x 24
Note: 77D2",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC4001,I23-3001,Untitled (i23-3001),1977,Ink on paper,"56 x 73 cm; 22 1/8 x 28 3/4 in",Amsterdam Suite,,"Collection of signed and unsigned lithographs
Amsterdam Suite series
The signed works indicate a maximum number of 75 editions
Paper type unknown
Image size: 17 1/2 x 24
Note: 77D2",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3500,i23-2500,Untitled (i23-2500),1982-1984,Ink on paper,"57.8 x 78.4 cm; 22 3/4 x 30 7/8 in",,,"Work generated by AARON II using Cohen's 1982 drawing machine
Work has AARON II Rocks imagery 
Created on THS paper
Image size: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3499,i23-2499,Untitled (i23-2499),1982-1984,Ink on paper,"57.8 x 78.4 cm; 22 3/4 x 30 7/8 in",,,"Work generated by AARON II using Cohen's 1982 drawing machine
Work has AARON II Rocks imagery 
Created on THS paper
Image size: 15 1/2 x 17",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3498,i23-2498,Untitled (i23-2498),1982-1984,Ink on paper,"57.8 x 78.4 cm; 22 3/4 x 30 7/8 in",,,"Work generated by AARON II using Cohen's 1982 drawing machine
Work has AARON II Rocks imagery 
Created on THS paper
Image size: 18 x 24 1/4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3497,i23-2497,Untitled (i23-2497),1982-1984,Ink on paper,"57.8 x 78.4 cm; 22 3/4 x 30 7/8 in",,,"Work generated by AARON II using Cohen's 1982 drawing machine
Work has AARON II Rocks imagery 
Created on THS paper
Image size: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Ink mark on reverse
HC3496,i23-2496,Untitled (i23-2496),1982-1984,Ink on paper,"57.5 x 78.1 cm; 22 5/8 x 30 3/4 in",,,"Work generated by AARON II using Cohen's 1982 drawing machine
Work has AARON II Rocks imagery 
Created on THS paper
Image size: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,Ink mark on reverse
HC3495,i23-2495,Untitled (i23-2495),1982-1984,Ink on paper,"57.8 x 78.1 cm; 22 3/4 x 30 3/4 in",,,"Work generated by AARON II using Cohen's 1982 drawing machine
Work has AARON II Rocks imagery 
Created on THS paper
Image size: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3494,i23-2494,Untitled (i23-2494),1982-1984,Ink on paper,"58.4 x 78.1 cm; 23 x 30 3/4 in",,,"Work generated by AARON II using Cohen's 1982 drawing machine
Work has AARON II Rocks imagery 
Created on THS paper
Image size: 16 1/2 x 25 1/2",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3493,i23-2493,Untitled (i23-2493),1982-1984,Ink on paper,"58.4 x 78.4 cm; 23 x 30 7/8 in",,,"Work generated by AARON II using Cohen's 1982 drawing machine
Work has AARON II Rocks imagery 
Created on THS paper
Image size: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3492,i23-2492,Untitled (i23-2492),1982-1984,Ink on paper,"58.1 x 78.1 cm; 22 7/8 x 30 3/4 in",,,"Work generated by AARON II using Cohen's 1982 drawing machine
Work has AARON II Rocks imagery 
Created on THS paper
Image size: 18 x 24 5/8",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3491,i23-2491,Untitled (i23-2491),1982-1984,Ink on paper,"58.1 x 78.1 cm; 22 7/8 x 30 3/4 in",,,"Work generated by AARON II using Cohen's 1982 drawing machine
Work has AARON II Rocks imagery 
Created on THS paper
Image size: 16 1/2 x 25 3/4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3490,i23-2490,Untitled (i23-2490),1982-1984,Ink on paper,"73 x 78.4 cm; 28 3/4 x 30 7/8 in",,,"Work generated by AARON II using Cohen's 1982 drawing machine
Work has AARON II Rocks imagery 
Created on THS paper
Image size: 17 1/2 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3489,i23-2489,Untitled (i23-2489),1982-1984,Ink on paper,"58.1 x 78.1 cm; 22 7/8 x 30 3/4 in",,,"Work generated by AARON II using Cohen's 1982 drawing machine
Work has AARON II Rocks imagery 
Created on THS paper
Image size: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3488,i23-2488,Untitled (i23-2488),1982-1984,Ink on paper,"58.4 x 78.4 cm; 23 x 30 7/8 in",,,"Work generated by AARON II using Cohen's 1982 drawing machine
Work has AARON II Rocks imagery 
Created on THS paper
Image size: 17 3/4 x 25 3/4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3487,i23-2487,Untitled (i23-2487),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Work generated by AARON II using Cohen's 1982 drawing machine
Work has AARON II Rocks imagery 
Created on THS paper
Image size: 17 1/2 x 20 3/4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3486,i23-2486,Untitled (i23-2486),1982-1984,Ink on paper,"58.1 x 78.1 cm; 22 7/8 x 30 3/4 in",,,"Work generated by AARON II using Cohen's 1982 drawing machine
Work has AARON II Rocks imagery 
Created on THS paper
Image size: 18 x 25 1/4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3485,i23-2485,Untitled (i23-2485),1982-1984,Ink on paper,"58.4 x 78.1 cm; 23 x 30 3/4 in",,,"Work generated by AARON II using Cohen's 1982 drawing machine
Work has AARON II Rocks imagery 
Created on THS paper
Image size: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
HC3484,i23-2484,Untitled (i23-2484),1982-1984,Ink on paper,"57.5 x 78.4 cm; 22 5/8 x 30 7/8 in",,,"Work generated by AARON II using Cohen's 1982 drawing machine
Work has AARON II Rocks imagery 
Created on THS paper
Image size: 18 x 25 3/4",3rd Party,Potentially available,"Encinitas, California, United States",Red Drawer,
